Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Naive Bayes,Linear SVM
0.6571428571428571,0.6,0.7428571428571429,0.8571428571428571,0.6285714285714286,0.5428571428571428
0.6,0.5714285714285714,0.5142857142857142,0.6571428571428571,0.6,0.8
0.6285714285714286,0.5714285714285714,0.5714285714285714,0.7714285714285715,0.6,0.7428571428571429
0.5714285714285714,0.6285714285714286,0.6285714285714286,0.5142857142857142,0.4,0.7142857142857143
0.7142857142857143,0.6,0.6,0.6571428571428571,0.42857142857142855,0.6285714285714286
0.6764705882352942,0.5882352941176471,0.6176470588235294,0.5,0.6764705882352942,0.7058823529411765
0.5,0.5882352941176471,0.6470588235294118,0.5882352941176471,0.47058823529411764,0.6470588235294118
0.6176470588235294,0.6470588235294118,0.8529411764705882,0.8235294117647058,0.5882352941176471,0.7941176470588235
0.7941176470588235,0.5882352941176471,0.6764705882352942,0.7647058823529411,0.5,0.5882352941176471
0.6470588235294118,0.5882352941176471,0.5882352941176471,0.6764705882352942,0.6470588235294118,0.7941176470588235
