Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Naive Bayes,Linear SVM
0.9733333333333334,0.92,0.92,0.92,0.9733333333333334,0.9066666666666666
0.9466666666666667,0.9466666666666667,0.92,0.92,0.9066666666666666,0.88
0.96,0.96,0.8933333333333333,0.92,0.96,0.96
0.9466666666666667,0.9333333333333333,0.9466666666666667,0.9333333333333333,0.9333333333333333,0.92
0.9466666666666667,0.9466666666666667,0.9466666666666667,0.9333333333333333,0.9333333333333333,0.92
0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9733333333333334,0.96,0.9733333333333334
0.9333333333333333,0.9333333333333333,0.9066666666666666,0.9066666666666666,0.92,0.8933333333333333
0.9333333333333333,0.9466666666666667,0.92,0.92,0.9333333333333333,0.92
0.92,0.9466666666666667,0.9066666666666666,0.92,0.92,0.8933333333333333
0.9866666666666667,0.9733333333333334,0.9733333333333334,0.9866666666666667,1.0,0.9733333333333334
