Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Naive Bayes,Linear SVM
0.9714285714285714,0.8857142857142857,0.9428571428571428,0.9714285714285714,0.9714285714285714,0.9428571428571428
0.9714285714285714,0.8571428571428571,1.0,0.9714285714285714,0.9714285714285714,0.9714285714285714
0.9142857142857143,0.9142857142857143,0.9142857142857143,0.9714285714285714,0.9142857142857143,0.9142857142857143
0.9142857142857143,0.7714285714285715,0.9428571428571428,0.9428571428571428,0.9142857142857143,0.9142857142857143
0.9142857142857143,0.8285714285714286,0.9428571428571428,0.9142857142857143,0.9142857142857143,0.9428571428571428
1.0,0.8571428571428571,0.9428571428571428,1.0,0.9714285714285714,1.0
0.9714285714285714,0.9142857142857143,0.9714285714285714,1.0,1.0,0.9714285714285714
1.0,0.8857142857142857,0.9428571428571428,0.9714285714285714,0.9428571428571428,1.0
0.9714285714285714,0.9714285714285714,0.9714285714285714,1.0,0.9714285714285714,0.9714285714285714
1.0,0.8285714285714286,1.0,1.0,1.0,0.9714285714285714
0.9142857142857143,0.8285714285714286,0.9714285714285714,0.9428571428571428,0.9142857142857143,1.0
0.9714285714285714,0.9142857142857143,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714
0.9428571428571428,0.9142857142857143,0.9142857142857143,0.9714285714285714,0.9428571428571428,0.9428571428571428
0.9428571428571428,0.8285714285714286,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9142857142857143
1.0,0.9142857142857143,1.0,1.0,1.0,1.0
1.0,0.9142857142857143,0.9428571428571428,0.9714285714285714,1.0,0.9714285714285714
0.9428571428571428,0.8857142857142857,0.9142857142857143,0.9428571428571428,0.9142857142857143,0.9428571428571428
0.9142857142857143,0.8,0.8857142857142857,0.9428571428571428,0.9428571428571428,0.9142857142857143
0.9428571428571428,0.7142857142857143,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.9428571428571428
0.9705882352941176,0.8529411764705882,0.9411764705882353,1.0,0.9705882352941176,0.9705882352941176
