Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Naive Bayes,Linear SVM
0.9488559892328399,0.9582772543741588,0.9542395693135935,0.9138627187079408,0.3553162853297443,0.9515477792732167
0.9406207827260459,0.9500674763832658,0.9379217273954116,0.9068825910931174,0.1524966261808367,0.9500674763832658
0.9421265141318977,0.9596231493943472,0.9394347240915208,0.8896366083445492,0.1655450874831763,0.9542395693135935
0.9446693657219973,0.9487179487179487,0.9392712550607287,0.893387314439946,0.3657219973009447,0.9460188933873145
0.9502018842530283,0.9650067294751009,0.9407806191117093,0.9138627187079408,0.28667563930013457,0.955585464333782
0.9352226720647774,0.9446693657219973,0.9379217273954116,0.893387314439946,0.18758434547908232,0.9406207827260459
0.946164199192463,0.9488559892328399,0.9407806191117093,0.8990578734858681,0.17362045760430686,0.9394347240915208
0.941970310391363,0.9500674763832658,0.9460188933873145,0.9352226720647774,0.3360323886639676,0.9500674763832658
0.9300134589502019,0.9515477792732167,0.946164199192463,0.8896366083445492,0.1655450874831763,0.9502018842530283
0.9554655870445344,0.9500674763832658,0.9406207827260459,0.8960863697705803,0.3535762483130904,0.941970310391363
