Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Naive Bayes,Linear SVM
0.62,0.7,0.82,0.74,0.8,0.82
0.64,0.7,0.62,0.7,0.68,0.66
0.76,0.7,0.72,0.7,0.72,0.72
0.72,0.68,0.72,0.7,0.68,0.76
0.72,0.7,0.76,0.72,0.74,0.74
0.64,0.7,0.76,0.68,0.62,0.74
0.7,0.7,0.62,0.76,0.78,0.78
0.68,0.7,0.6,0.7,0.64,0.62
0.72,0.7,0.72,0.68,0.86,0.8
0.68,0.7,0.88,0.72,0.86,0.8
0.7,0.7,0.82,0.7,0.82,0.82
0.66,0.7,0.76,0.72,0.74,0.72
0.64,0.7,0.76,0.7,0.66,0.78
0.68,0.7,0.86,0.74,0.7,0.74
0.78,0.7,0.72,0.72,0.7,0.74
0.7,0.7,0.74,0.7,0.8,0.84
0.68,0.7,0.74,0.7,0.68,0.78
0.68,0.7,0.76,0.7,0.8,0.78
0.6,0.7,0.6,0.74,0.54,0.74
0.78,0.7,0.74,0.7,0.76,0.8
