Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Naive Bayes,Linear SVM
0.873015873015873,0.9047619047619048,0.8095238095238095,0.8412698412698413,0.9206349206349206,0.9206349206349206
0.7936507936507936,0.8888888888888888,0.8095238095238095,0.8571428571428571,0.9047619047619048,0.9523809523809523
0.8571428571428571,0.8888888888888888,0.7777777777777778,0.8095238095238095,0.8888888888888888,0.9206349206349206
0.746031746031746,0.873015873015873,0.746031746031746,0.8253968253968254,0.9206349206349206,0.9047619047619048
0.8095238095238095,0.873015873015873,0.746031746031746,0.8095238095238095,0.9047619047619048,0.9206349206349206
0.8253968253968254,0.9206349206349206,0.8095238095238095,0.8412698412698413,0.9047619047619048,0.9365079365079365
0.8253968253968254,0.8888888888888888,0.8253968253968254,0.8412698412698413,0.9047619047619048,0.8571428571428571
0.8571428571428571,0.9206349206349206,0.8412698412698413,0.8888888888888888,0.9206349206349206,1.0
0.7540983606557377,0.9180327868852459,0.7377049180327869,0.8032786885245902,0.8852459016393442,0.8852459016393442
0.7333333333333333,0.85,0.6833333333333333,0.85,0.8833333333333333,0.8666666666666667
