Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Naive Bayes,Linear SVM
0.631578947368421,0.42105263157894735,0.8947368421052632,0.9473684210526315,1.0,0.9473684210526315
0.6666666666666666,0.3888888888888889,0.8888888888888888,1.0,1.0,0.8888888888888888
0.7222222222222222,0.3888888888888889,0.9444444444444444,1.0,1.0,0.9444444444444444
0.7222222222222222,0.3888888888888889,0.9444444444444444,1.0,1.0,1.0
0.8333333333333334,0.3888888888888889,0.8333333333333334,0.9444444444444444,0.9444444444444444,0.8888888888888888
0.7777777777777778,0.3888888888888889,0.9444444444444444,1.0,1.0,0.9444444444444444
0.7222222222222222,0.3888888888888889,0.9444444444444444,0.9444444444444444,1.0,1.0
0.7222222222222222,0.3888888888888889,0.8888888888888888,1.0,1.0,0.9444444444444444
0.7058823529411765,0.4117647058823529,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.9411764705882353
0.6875,0.4375,1.0,1.0,1.0,1.0
