Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Naive Bayes,Linear SVM
0.7540983606557377,0.9344262295081968,0.7377049180327869,0.7049180327868853,0.6229508196721312,0.6557377049180327
0.6721311475409836,0.8360655737704918,0.7704918032786885,0.7213114754098361,0.6557377049180327,0.6557377049180327
0.639344262295082,0.8852459016393442,0.7540983606557377,0.7704918032786885,0.6557377049180327,0.6557377049180327
0.819672131147541,0.8852459016393442,0.7540983606557377,0.7049180327868853,0.6557377049180327,0.6557377049180327
0.6885245901639344,0.8524590163934426,0.8360655737704918,0.7049180327868853,0.6557377049180327,0.6557377049180327
0.6333333333333333,0.8166666666666667,0.85,0.6833333333333333,0.6333333333333333,0.65
0.711864406779661,0.9152542372881356,0.7627118644067796,0.7288135593220338,0.6440677966101694,0.6610169491525424
0.5932203389830508,0.8813559322033898,0.711864406779661,0.8135593220338984,0.6610169491525424,0.6610169491525424
0.6779661016949152,0.8813559322033898,0.6949152542372882,0.7288135593220338,0.6610169491525424,0.6610169491525424
0.5932203389830508,0.8813559322033898,0.6779661016949152,0.7796610169491526,0.6610169491525424,0.6610169491525424
