Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Naive Bayes,Linear SVM
0.5555555555555556,0.7222222222222222,0.7777777777777778,0.8333333333333334,0.6111111111111112,0.3888888888888889
0.5882352941176471,0.6470588235294118,0.5882352941176471,0.6470588235294118,0.7058823529411765,0.5294117647058824
0.5294117647058824,0.8235294117647058,0.7058823529411765,0.6470588235294118,0.6470588235294118,0.5294117647058824
0.5882352941176471,0.7058823529411765,0.7058823529411765,0.6470588235294118,0.6470588235294118,0.5882352941176471
0.8125,0.9375,0.625,0.75,0.75,0.5625
0.8666666666666667,0.8,0.8,0.6,0.8666666666666667,0.5333333333333333
0.8,0.8,0.7333333333333333,0.8,0.6,0.6666666666666666
0.7333333333333333,0.8666666666666667,0.7333333333333333,1.0,0.8,0.5333333333333333
0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.7333333333333333
0.4666666666666667,0.6,0.6666666666666666,0.6666666666666666,0.6,0.26666666666666666
