Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Naive Bayes,Linear SVM
0.7037037037037037,0.5555555555555556,0.7555555555555555,0.8074074074074075,0.7703703703703704,0.8296296296296296
0.6814814814814815,0.5555555555555556,0.674074074074074,0.7925925925925926,0.8148148148148148,0.8296296296296296
0.7111111111111111,0.5555555555555556,0.7555555555555555,0.8666666666666667,0.8518518518518519,0.8518518518518519
0.6296296296296297,0.5555555555555556,0.7333333333333333,0.8222222222222222,0.8296296296296296,0.8074074074074075
0.6296296296296297,0.5555555555555556,0.7925925925925926,0.7777777777777778,0.8740740740740741,0.8296296296296296
0.6296296296296297,0.5555555555555556,0.7555555555555555,0.7407407407407407,0.8148148148148148,0.8074074074074075
0.6666666666666666,0.5555555555555556,0.7111111111111111,0.762962962962963,0.8666666666666667,0.8518518518518519
0.6222222222222222,0.5555555555555556,0.7333333333333333,0.7777777777777778,0.7777777777777778,0.762962962962963
0.6,0.5555555555555556,0.7703703703703704,0.7925925925925926,0.8222222222222222,0.8740740740740741
0.6296296296296297,0.5555555555555556,0.762962962962963,0.8518518518518519,0.8074074074074075,0.8
